sysbench 1.0.15 (using bundled LuaJIT 2.1.0-beta2)

Running the test with following options:
Number of threads: 4
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Extra file open flags: directio
128 files, 1.5625GiB each
200GiB total file size
Block size 16KiB
Number of IO requests: 0
Read/Write ratio for combined random IO test: 1.50
Calling fsync() at the end of test, Enabled.
Using asynchronous I/O mode
Doing random r/w test
Initializing worker threads...

Threads started!

[ 1s ] reads: 92.07 MiB/s writes: 60.78 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.184
[ 2s ] reads: 45.15 MiB/s writes: 31.73 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.823
[ 3s ] reads: 49.06 MiB/s writes: 30.06 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.671
[ 4s ] reads: 45.61 MiB/s writes: 33.08 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.095
[ 5s ] reads: 47.30 MiB/s writes: 30.67 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.986
[ 6s ] reads: 44.66 MiB/s writes: 34.19 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.522
[ 7s ] reads: 48.53 MiB/s writes: 26.39 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.568
[ 8s ] reads: 46.91 MiB/s writes: 33.77 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.522
[ 9s ] reads: 45.80 MiB/s writes: 31.14 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.522
[ 10s ] reads: 46.52 MiB/s writes: 30.34 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.522
[ 11s ] reads: 47.84 MiB/s writes: 30.80 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.205
[ 12s ] reads: 48.61 MiB/s writes: 31.77 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.823
[ 13s ] reads: 44.22 MiB/s writes: 34.31 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.373
[ 14s ] reads: 50.28 MiB/s writes: 28.08 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.671
[ 15s ] reads: 45.48 MiB/s writes: 31.16 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.569
