sysbench 1.0.15 (using bundled LuaJIT 2.1.0-beta2)

Running the test with following options:
Number of threads: 4
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Extra file open flags: directio
128 files, 1.5625GiB each
200GiB total file size
Block size 16KiB
Number of IO requests: 0
Read/Write ratio for combined random IO test: 1.50
Calling fsync() at the end of test, Enabled.
Using asynchronous I/O mode
Doing random r/w test
Initializing worker threads...

Threads started!

[ 1s ] reads: 254.12 MiB/s writes: 170.72 MiB/s fsyncs: 0.00/s latency (ms,95%): 0.856
[ 2s ] reads: 250.42 MiB/s writes: 166.39 MiB/s fsyncs: 0.00/s latency (ms,95%): 0.856
[ 3s ] reads: 243.41 MiB/s writes: 162.91 MiB/s fsyncs: 0.00/s latency (ms,95%): 0.888
[ 4s ] reads: 174.12 MiB/s writes: 115.94 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.082
[ 5s ] reads: 201.81 MiB/s writes: 131.79 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.044
[ 6s ] reads: 186.50 MiB/s writes: 125.40 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.184
[ 7s ] reads: 184.73 MiB/s writes: 126.53 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.102
[ 8s ] reads: 189.94 MiB/s writes: 124.35 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.184
[ 9s ] reads: 187.47 MiB/s writes: 123.58 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.163
[ 10s ] reads: 189.31 MiB/s writes: 124.95 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.142
[ 11s ] reads: 185.86 MiB/s writes: 125.28 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.205
[ 12s ] reads: 187.84 MiB/s writes: 124.97 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.142
[ 13s ] reads: 188.14 MiB/s writes: 125.09 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.142
[ 14s ] reads: 186.93 MiB/s writes: 124.42 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.163
[ 15s ] reads: 188.43 MiB/s writes: 125.83 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.184
