sysbench 1.0.15 (using bundled LuaJIT 2.1.0-beta2)

Running the test with following options:
Number of threads: 4
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Extra file open flags: directio
128 files, 1.5625GiB each
200GiB total file size
Block size 16KiB
Number of IO requests: 0
Read/Write ratio for combined random IO test: 1.50
Calling fsync() at the end of test, Enabled.
Using asynchronous I/O mode
Doing random r/w test
Initializing worker threads...

Threads started!

[ 1s ] reads: 113.07 MiB/s writes: 73.35 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.496
[ 2s ] reads: 55.62 MiB/s writes: 43.40 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.176
[ 3s ] reads: 58.94 MiB/s writes: 35.94 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.999
[ 4s ] reads: 58.20 MiB/s writes: 36.92 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.823
[ 5s ] reads: 55.83 MiB/s writes: 41.48 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.028
[ 6s ] reads: 56.81 MiB/s writes: 36.37 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.101
[ 7s ] reads: 58.52 MiB/s writes: 39.67 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.816
[ 8s ] reads: 57.92 MiB/s writes: 38.38 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.407
[ 9s ] reads: 58.41 MiB/s writes: 36.58 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.737
[ 10s ] reads: 56.19 MiB/s writes: 40.66 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.737
[ 11s ] reads: 59.56 MiB/s writes: 37.38 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.737
[ 12s ] reads: 54.58 MiB/s writes: 38.92 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.885
[ 13s ] reads: 59.56 MiB/s writes: 38.95 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.737
[ 14s ] reads: 57.03 MiB/s writes: 39.09 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.028
[ 15s ] reads: 60.63 MiB/s writes: 36.38 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.885
